Dec. 2, 2021   20:40:44
Amperometric i-t Curve
File: d:\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 0.45
Sample Interval (s) = 0.1
Run Time (sec) = 3e+3
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-4

tp = 169.20s
ip = 9.721e-9A
Ap = 6.985e-8C

tp = 191.40s
ip = 1.208e-8A
Ap = 5.135e-8C

Time/sec, Current/A
1.778e+2, 2.145e-6
1.779e+2, 2.149e-6
1.780e+2, 2.140e-6
1.781e+2, 2.142e-6
1.782e+2, 2.152e-6
1.783e+2, 2.147e-6
1.784e+2, 2.139e-6
1.785e+2, 2.148e-6
1.786e+2, 2.141e-6
1.787e+2, 2.140e-6
1.788e+2, 2.136e-6
1.789e+2, 2.144e-6
1.790e+2, 2.143e-6
1.791e+2, 2.138e-6
1.792e+2, 2.136e-6
1.793e+2, 2.130e-6
1.794e+2, 2.135e-6
1.795e+2, 2.133e-6
1.796e+2, 2.137e-6
1.797e+2, 2.132e-6
1.798e+2, 2.126e-6
1.799e+2, 2.140e-6
1.800e+2, 2.128e-6
1.801e+2, 2.120e-6
1.802e+2, 2.132e-6
1.803e+2, 2.125e-6
1.804e+2, 2.128e-6
1.805e+2, 2.128e-6
1.806e+2, 2.127e-6
1.807e+2, 2.123e-6
1.808e+2, 2.127e-6
1.809e+2, 2.124e-6
1.810e+2, 2.127e-6
1.811e+2, 2.123e-6
1.812e+2, 2.120e-6
1.813e+2, 2.117e-6
1.814e+2, 2.117e-6
1.815e+2, 2.115e-6
1.816e+2, 2.115e-6
1.817e+2, 2.121e-6
1.818e+2, 2.115e-6
1.819e+2, 2.115e-6
1.820e+2, 2.114e-6
1.821e+2, 2.119e-6
1.822e+2, 2.113e-6
1.823e+2, 2.121e-6
1.824e+2, 2.112e-6
1.825e+2, 2.111e-6
1.826e+2, 2.111e-6
1.827e+2, 2.103e-6
1.828e+2, 2.112e-6
1.829e+2, 2.105e-6
1.830e+2, 2.103e-6
1.831e+2, 2.105e-6
1.832e+2, 2.104e-6
1.833e+2, 2.106e-6
1.834e+2, 2.105e-6
1.835e+2, 2.102e-6
1.836e+2, 2.106e-6
1.837e+2, 2.108e-6
1.838e+2, 2.103e-6
1.839e+2, 2.100e-6
1.840e+2, 2.094e-6
1.841e+2, 2.106e-6
1.842e+2, 2.095e-6
1.843e+2, 2.106e-6
1.844e+2, 2.100e-6
1.845e+2, 2.094e-6
1.846e+2, 2.097e-6
1.847e+2, 2.094e-6
1.848e+2, 2.094e-6
1.849e+2, 2.091e-6
1.850e+2, 2.091e-6
1.851e+2, 2.092e-6
1.852e+2, 2.090e-6
1.853e+2, 2.088e-6
1.854e+2, 2.090e-6
1.855e+2, 2.089e-6
1.856e+2, 2.092e-6
1.857e+2, 2.085e-6
1.858e+2, 2.082e-6
1.859e+2, 2.083e-6
1.860e+2, 2.081e-6
1.861e+2, 2.082e-6
1.862e+2, 2.084e-6
1.863e+2, 2.079e-6
1.864e+2, 2.079e-6
1.865e+2, 2.078e-6
1.866e+2, 2.080e-6
1.867e+2, 2.072e-6
1.868e+2, 2.070e-6
1.869e+2, 2.073e-6
1.870e+2, 2.070e-6
1.871e+2, 2.073e-6
1.872e+2, 2.074e-6
1.873e+2, 2.071e-6
1.874e+2, 2.072e-6
1.875e+2, 2.070e-6
1.876e+2, 2.072e-6
1.877e+2, 2.065e-6
1.878e+2, 2.070e-6
1.879e+2, 2.068e-6
1.880e+2, 2.065e-6
1.881e+2, 2.071e-6
1.882e+2, 2.072e-6
1.883e+2, 2.062e-6
1.884e+2, 2.063e-6
1.885e+2, 2.066e-6
1.886e+2, 2.063e-6
1.887e+2, 2.065e-6
1.888e+2, 2.060e-6
1.889e+2, 2.061e-6
1.890e+2, 2.061e-6
1.891e+2, 2.058e-6
1.892e+2, 2.054e-6
1.893e+2, 2.055e-6
1.894e+2, 2.058e-6
1.895e+2, 2.057e-6
1.896e+2, 2.059e-6
1.897e+2, 2.060e-6
1.898e+2, 2.059e-6
1.899e+2, 2.061e-6
1.900e+2, 2.053e-6
1.901e+2, 2.055e-6
1.902e+2, 2.054e-6
1.903e+2, 2.054e-6
1.904e+2, 2.051e-6
1.905e+2, 2.051e-6
1.906e+2, 2.047e-6
1.907e+2, 2.046e-6
1.908e+2, 2.048e-6
1.909e+2, 2.047e-6
1.910e+2, 2.053e-6
1.911e+2, 2.048e-6
1.912e+2, 2.050e-6
1.913e+2, 2.050e-6
1.914e+2, 2.058e-6
1.915e+2, 2.049e-6
1.916e+2, 2.052e-6
1.917e+2, 2.049e-6
1.918e+2, 2.048e-6
1.919e+2, 2.040e-6
1.920e+2, 2.042e-6
1.921e+2, 2.046e-6
1.922e+2, 2.042e-6
1.923e+2, 2.040e-6
1.924e+2, 2.038e-6
1.925e+2, 2.044e-6
1.926e+2, 2.040e-6
1.927e+2, 2.034e-6
1.928e+2, 2.038e-6
1.929e+2, 2.034e-6
1.930e+2, 2.032e-6
1.931e+2, 2.031e-6
1.932e+2, 2.038e-6
1.933e+2, 2.028e-6
1.934e+2, 2.027e-6
1.935e+2, 2.035e-6
1.936e+2, 2.033e-6
1.937e+2, 2.031e-6
1.938e+2, 2.029e-6
1.939e+2, 2.022e-6
1.940e+2, 2.036e-6
1.941e+2, 2.028e-6
1.942e+2, 2.023e-6
1.943e+2, 2.029e-6
1.944e+2, 2.023e-6
1.945e+2, 2.024e-6
1.946e+2, 2.023e-6
1.947e+2, 2.032e-6
1.948e+2, 2.026e-6
1.949e+2, 2.023e-6
1.950e+2, 2.023e-6
1.951e+2, 2.025e-6
1.952e+2, 2.019e-6
1.953e+2, 2.016e-6
1.954e+2, 2.015e-6
1.955e+2, 2.023e-6
1.956e+2, 2.020e-6
1.957e+2, 2.018e-6
1.958e+2, 2.012e-6
1.959e+2, 2.014e-6
1.960e+2, 2.016e-6
1.961e+2, 2.016e-6
1.962e+2, 2.013e-6
1.963e+2, 2.013e-6
1.964e+2, 2.014e-6
1.965e+2, 2.012e-6
1.966e+2, 2.009e-6
1.967e+2, 2.014e-6
1.968e+2, 2.016e-6
1.969e+2, 2.011e-6
1.970e+2, 2.012e-6
1.971e+2, 2.009e-6
1.972e+2, 2.008e-6
1.973e+2, 2.010e-6
1.974e+2, 2.008e-6
1.975e+2, 1.998e-6
1.976e+2, 2.007e-6
1.977e+2, 2.005e-6
1.978e+2, 2.005e-6
1.979e+2, 2.006e-6
1.980e+2, 2.004e-6
1.981e+2, 2.007e-6
1.982e+2, 2.008e-6
1.983e+2, 2.005e-6
1.984e+2, 2.003e-6
1.985e+2, 2.006e-6
1.986e+2, 2.008e-6
1.987e+2, 2.009e-6
1.988e+2, 2.008e-6
1.989e+2, 2.007e-6
1.990e+2, 2.003e-6
1.991e+2, 1.997e-6
1.992e+2, 1.997e-6
1.993e+2, 1.997e-6
1.994e+2, 2.004e-6
1.995e+2, 1.999e-6
1.996e+2, 2.004e-6
1.997e+2, 1.998e-6
1.998e+2, 1.998e-6
1.999e+2, 1.994e-6
2.000e+2, 1.994e-6
2.001e+2, 1.988e-6
2.002e+2, 1.996e-6
2.003e+2, 2.001e-6
2.004e+2, 1.997e-6
2.005e+2, 1.992e-6
2.006e+2, 1.985e-6
2.007e+2, 1.990e-6
2.008e+2, 1.988e-6
2.009e+2, 1.992e-6
2.010e+2, 1.983e-6
2.011e+2, 1.989e-6
2.012e+2, 1.981e-6
2.013e+2, 1.987e-6
2.014e+2, 1.978e-6
2.015e+2, 1.988e-6
2.016e+2, 1.986e-6
2.017e+2, 1.986e-6
2.018e+2, 1.986e-6
2.019e+2, 1.978e-6
2.020e+2, 1.979e-6
2.021e+2, 1.976e-6
2.022e+2, 1.982e-6
2.023e+2, 1.983e-6
2.024e+2, 1.973e-6
2.025e+2, 1.975e-6
2.026e+2, 1.973e-6
2.027e+2, 1.990e-6
2.028e+2, 1.974e-6
2.029e+2, 1.978e-6
2.030e+2, 1.974e-6
2.031e+2, 1.972e-6
2.032e+2, 1.979e-6
2.033e+2, 1.978e-6
2.034e+2, 1.970e-6
2.035e+2, 1.976e-6
2.036e+2, 1.972e-6
2.037e+2, 1.975e-6
2.038e+2, 1.966e-6
2.039e+2, 1.970e-6
2.040e+2, 1.974e-6
2.041e+2, 1.970e-6
2.042e+2, 1.971e-6
2.043e+2, 1.967e-6
2.044e+2, 1.963e-6
2.045e+2, 1.968e-6
2.046e+2, 1.965e-6
2.047e+2, 1.961e-6
2.048e+2, 1.964e-6
2.049e+2, 1.962e-6
2.050e+2, 1.967e-6
2.051e+2, 1.958e-6
2.052e+2, 1.964e-6
2.053e+2, 1.958e-6
2.054e+2, 1.963e-6
2.055e+2, 1.958e-6
2.056e+2, 1.964e-6
2.057e+2, 1.955e-6
2.058e+2, 1.954e-6
2.059e+2, 1.956e-6
2.060e+2, 1.954e-6
2.061e+2, 1.953e-6
2.062e+2, 1.960e-6
2.063e+2, 1.958e-6
2.064e+2, 1.959e-6
2.065e+2, 1.957e-6
2.066e+2, 1.956e-6
2.067e+2, 1.952e-6
2.068e+2, 1.954e-6
2.069e+2, 1.954e-6
2.070e+2, 1.951e-6
2.071e+2, 1.954e-6
2.072e+2, 1.948e-6
2.073e+2, 1.943e-6
2.074e+2, 1.947e-6
2.075e+2, 1.949e-6
2.076e+2, 1.945e-6
2.077e+2, 1.952e-6
2.078e+2, 1.950e-6
2.079e+2, 1.949e-6
2.080e+2, 1.952e-6
2.081e+2, 1.943e-6
2.082e+2, 1.948e-6
2.083e+2, 1.942e-6
2.084e+2, 1.949e-6
2.085e+2, 1.947e-6
2.086e+2, 1.943e-6
2.087e+2, 1.944e-6
2.088e+2, 1.940e-6
2.089e+2, 1.938e-6
2.090e+2, 1.931e-6
2.091e+2, 1.939e-6
2.092e+2, 1.948e-6
2.093e+2, 1.937e-6
2.094e+2, 1.941e-6
2.095e+2, 1.935e-6
2.096e+2, 1.938e-6
2.097e+2, 1.936e-6
2.098e+2, 1.942e-6
2.099e+2, 1.937e-6
2.100e+2, 1.935e-6
2.101e+2, 1.935e-6
2.102e+2, 1.937e-6
2.103e+2, 1.935e-6
2.104e+2, 1.938e-6
2.105e+2, 1.937e-6
2.106e+2, 1.933e-6
2.107e+2, 1.927e-6
2.108e+2, 1.939e-6
2.109e+2, 1.934e-6
2.110e+2, 1.934e-6
2.111e+2, 1.934e-6
2.112e+2, 1.927e-6
2.113e+2, 1.933e-6
2.114e+2, 1.928e-6
2.115e+2, 1.930e-6
2.116e+2, 1.933e-6
2.117e+2, 1.929e-6
2.118e+2, 1.929e-6
2.119e+2, 1.918e-6
2.120e+2, 1.925e-6
2.121e+2, 1.926e-6
2.122e+2, 1.922e-6
2.123e+2, 1.934e-6
2.124e+2, 1.923e-6
2.125e+2, 1.922e-6
2.126e+2, 1.921e-6
2.127e+2, 1.917e-6
2.128e+2, 1.924e-6
2.129e+2, 1.920e-6
2.130e+2, 1.924e-6
2.131e+2, 1.920e-6
2.132e+2, 1.916e-6
2.133e+2, 1.916e-6
2.134e+2, 1.917e-6
2.135e+2, 1.917e-6
2.136e+2, 1.917e-6
2.137e+2, 1.916e-6
2.138e+2, 1.920e-6
2.139e+2, 1.915e-6
2.140e+2, 1.914e-6
2.141e+2, 1.915e-6
2.142e+2, 1.917e-6
2.143e+2, 1.918e-6
2.144e+2, 1.913e-6
2.145e+2, 1.914e-6
2.146e+2, 1.914e-6
2.147e+2, 1.912e-6
2.148e+2, 1.911e-6
2.149e+2, 1.910e-6
2.150e+2, 1.907e-6
2.151e+2, 1.904e-6
2.152e+2, 1.908e-6
2.153e+2, 1.917e-6
2.154e+2, 1.910e-6
2.155e+2, 1.912e-6
2.156e+2, 1.916e-6
2.157e+2, 1.910e-6
2.158e+2, 1.907e-6
2.159e+2, 1.904e-6
2.160e+2, 1.905e-6
2.161e+2, 1.904e-6
2.162e+2, 1.904e-6
2.163e+2, 1.900e-6
2.164e+2, 1.901e-6
2.165e+2, 1.899e-6
2.166e+2, 1.898e-6
2.167e+2, 1.891e-6
2.168e+2, 1.896e-6
2.169e+2, 1.898e-6
2.170e+2, 1.897e-6
2.171e+2, 1.897e-6
2.172e+2, 1.896e-6
2.173e+2, 1.894e-6
2.174e+2, 1.894e-6
2.175e+2, 1.901e-6
2.176e+2, 1.891e-6
2.177e+2, 1.891e-6
2.178e+2, 1.895e-6
2.179e+2, 1.893e-6
2.180e+2, 1.888e-6
2.181e+2, 1.889e-6
2.182e+2, 1.896e-6
2.183e+2, 1.892e-6
2.184e+2, 1.892e-6
2.185e+2, 1.890e-6
2.186e+2, 1.889e-6
2.187e+2, 1.890e-6
2.188e+2, 1.893e-6
2.189e+2, 1.886e-6
2.190e+2, 1.882e-6
2.191e+2, 1.883e-6
2.192e+2, 1.887e-6
2.193e+2, 1.889e-6
2.194e+2, 1.890e-6
2.195e+2, 1.883e-6
2.196e+2, 1.882e-6
2.197e+2, 1.882e-6
2.198e+2, 1.890e-6
2.199e+2, 1.882e-6
2.200e+2, 1.881e-6
2.201e+2, 1.882e-6
2.202e+2, 1.881e-6
2.203e+2, 1.880e-6
2.204e+2, 1.878e-6
2.205e+2, 1.877e-6
2.206e+2, 1.881e-6
2.207e+2, 1.879e-6
2.208e+2, 1.876e-6
2.209e+2, 1.875e-6
2.210e+2, 1.883e-6
2.211e+2, 1.877e-6
2.212e+2, 1.873e-6
2.213e+2, 1.880e-6
2.214e+2, 1.877e-6
2.215e+2, 1.877e-6
2.216e+2, 1.873e-6
2.217e+2, 1.870e-6
2.218e+2, 1.874e-6
2.219e+2, 1.874e-6
2.220e+2, 1.872e-6
2.221e+2, 1.866e-6
2.222e+2, 1.871e-6
2.223e+2, 1.871e-6
2.224e+2, 1.866e-6
2.225e+2, 1.869e-6
2.226e+2, 1.870e-6
2.227e+2, 1.869e-6
2.228e+2, 1.868e-6
2.229e+2, 1.864e-6
2.230e+2, 1.862e-6
2.231e+2, 1.868e-6
2.232e+2, 1.867e-6
2.233e+2, 1.864e-6
2.234e+2, 1.866e-6
2.235e+2, 1.859e-6
2.236e+2, 1.866e-6
2.237e+2, 1.861e-6
2.238e+2, 1.858e-6
2.239e+2, 1.865e-6
2.240e+2, 1.866e-6
2.241e+2, 1.861e-6
2.242e+2, 1.862e-6
2.243e+2, 1.857e-6
2.244e+2, 1.858e-6
2.245e+2, 1.854e-6
2.246e+2, 1.866e-6
2.247e+2, 1.857e-6
2.248e+2, 1.860e-6
2.249e+2, 1.858e-6
2.250e+2, 1.850e-6
2.251e+2, 1.860e-6
2.252e+2, 1.859e-6
2.253e+2, 1.854e-6
2.254e+2, 1.855e-6
2.255e+2, 1.856e-6
2.256e+2, 1.855e-6
2.257e+2, 1.861e-6
2.258e+2, 1.841e-6
2.259e+2, 1.857e-6
2.260e+2, 1.854e-6
2.261e+2, 1.849e-6
2.262e+2, 1.856e-6
2.263e+2, 1.851e-6
2.264e+2, 1.849e-6
2.265e+2, 1.850e-6
2.266e+2, 1.845e-6
2.267e+2, 1.845e-6
2.268e+2, 1.844e-6
2.269e+2, 1.850e-6
2.270e+2, 1.849e-6
2.271e+2, 1.844e-6
2.272e+2, 1.847e-6
2.273e+2, 1.845e-6
2.274e+2, 1.843e-6
2.275e+2, 1.842e-6
2.276e+2, 1.843e-6
2.277e+2, 1.845e-6
2.278e+2, 1.841e-6
2.279e+2, 1.841e-6
2.280e+2, 1.845e-6
2.281e+2, 1.838e-6
2.282e+2, 1.841e-6
2.283e+2, 1.840e-6
2.284e+2, 1.841e-6
2.285e+2, 1.837e-6
2.286e+2, 1.842e-6
2.287e+2, 1.836e-6
2.288e+2, 1.834e-6
2.289e+2, 1.842e-6
2.290e+2, 1.845e-6
2.291e+2, 1.838e-6
2.292e+2, 1.837e-6
2.293e+2, 1.830e-6
2.294e+2, 1.836e-6
2.295e+2, 1.831e-6
2.296e+2, 1.835e-6
2.297e+2, 1.828e-6
2.298e+2, 1.842e-6
2.299e+2, 1.836e-6
2.300e+2, 1.835e-6
2.301e+2, 1.830e-6
2.302e+2, 1.833e-6
2.303e+2, 1.832e-6
2.304e+2, 1.837e-6
2.305e+2, 1.833e-6
2.306e+2, 1.836e-6
2.307e+2, 1.825e-6
2.308e+2, 1.828e-6
2.309e+2, 1.831e-6
2.310e+2, 1.826e-6
2.311e+2, 1.826e-6
2.312e+2, 1.825e-6
2.313e+2, 1.829e-6
2.314e+2, 1.827e-6
2.315e+2, 1.831e-6
2.316e+2, 1.827e-6
2.317e+2, 1.827e-6
2.318e+2, 1.825e-6
2.319e+2, 1.833e-6
2.320e+2, 1.826e-6
2.321e+2, 1.819e-6
2.322e+2, 1.825e-6
2.323e+2, 1.821e-6
2.324e+2, 1.822e-6
2.325e+2, 1.826e-6
2.326e+2, 1.820e-6
2.327e+2, 1.824e-6
2.328e+2, 1.818e-6
2.329e+2, 1.822e-6
2.330e+2, 1.820e-6
2.331e+2, 1.818e-6
2.332e+2, 1.812e-6
2.333e+2, 1.815e-6
2.334e+2, 1.819e-6
2.335e+2, 1.822e-6
2.336e+2, 1.817e-6
2.337e+2, 1.819e-6
2.338e+2, 1.817e-6
2.339e+2, 1.816e-6
2.340e+2, 1.815e-6
2.341e+2, 1.812e-6
2.342e+2, 1.813e-6
2.343e+2, 1.819e-6
2.344e+2, 1.819e-6
2.345e+2, 1.819e-6
2.346e+2, 1.812e-6
2.347e+2, 1.818e-6
2.348e+2, 1.812e-6
2.349e+2, 1.813e-6
2.350e+2, 1.811e-6
2.351e+2, 1.806e-6
2.352e+2, 1.808e-6
2.353e+2, 1.816e-6
2.354e+2, 1.815e-6
2.355e+2, 1.811e-6
2.356e+2, 1.815e-6
2.357e+2, 1.808e-6
2.358e+2, 1.809e-6
2.359e+2, 1.817e-6
2.360e+2, 1.813e-6
2.361e+2, 1.804e-6
2.362e+2, 1.818e-6
2.363e+2, 1.810e-6
2.364e+2, 1.807e-6
2.365e+2, 1.811e-6
2.366e+2, 1.813e-6
2.367e+2, 1.811e-6
2.368e+2, 1.809e-6
2.369e+2, 1.808e-6
2.370e+2, 1.812e-6
2.371e+2, 1.807e-6
2.372e+2, 1.803e-6
2.373e+2, 1.803e-6
2.374e+2, 1.813e-6
2.375e+2, 1.806e-6
2.376e+2, 1.803e-6
2.377e+2, 1.799e-6
2.378e+2, 1.804e-6
2.379e+2, 1.805e-6
2.380e+2, 1.804e-6
2.381e+2, 1.802e-6
2.382e+2, 1.809e-6
2.383e+2, 1.803e-6
2.384e+2, 1.794e-6
2.385e+2, 1.804e-6
2.386e+2, 1.806e-6
2.387e+2, 1.802e-6
2.388e+2, 1.802e-6
2.389e+2, 1.796e-6
2.390e+2, 1.803e-6
2.391e+2, 1.794e-6
2.392e+2, 1.798e-6
2.393e+2, 1.798e-6
2.394e+2, 1.799e-6
2.395e+2, 1.799e-6
2.396e+2, 1.797e-6
2.397e+2, 1.796e-6
2.398e+2, 1.792e-6
2.399e+2, 1.794e-6
2.400e+2, 1.800e-6
2.401e+2, 1.795e-6
2.402e+2, 1.796e-6
2.403e+2, 1.803e-6
2.404e+2, 1.795e-6
2.405e+2, 1.797e-6
2.406e+2, 1.794e-6
2.407e+2, 1.789e-6
2.408e+2, 1.794e-6
2.409e+2, 1.791e-6
2.410e+2, 1.795e-6
2.411e+2, 1.791e-6
2.412e+2, 1.794e-6
2.413e+2, 1.791e-6
2.414e+2, 1.796e-6
2.415e+2, 1.786e-6
2.416e+2, 1.796e-6
2.417e+2, 1.789e-6
2.418e+2, 1.796e-6
2.419e+2, 1.784e-6
2.420e+2, 1.796e-6
2.421e+2, 1.784e-6
2.422e+2, 1.796e-6
2.423e+2, 1.788e-6
2.424e+2, 1.784e-6
2.425e+2, 1.791e-6
2.426e+2, 1.791e-6
2.427e+2, 1.785e-6
2.428e+2, 1.792e-6
2.429e+2, 1.789e-6
2.430e+2, 1.786e-6
2.431e+2, 1.784e-6
2.432e+2, 1.786e-6
2.433e+2, 1.785e-6
2.434e+2, 1.780e-6
2.435e+2, 1.792e-6
2.436e+2, 1.787e-6
2.437e+2, 1.791e-6
2.438e+2, 1.780e-6
2.439e+2, 1.784e-6
2.440e+2, 1.784e-6
2.441e+2, 1.786e-6
2.442e+2, 1.789e-6
2.443e+2, 1.783e-6
2.444e+2, 1.785e-6
2.445e+2, 1.784e-6
2.446e+2, 1.777e-6
2.447e+2, 1.779e-6
2.448e+2, 1.782e-6
2.449e+2, 1.775e-6
2.450e+2, 1.779e-6
2.451e+2, 1.782e-6
2.452e+2, 1.782e-6
2.453e+2, 1.773e-6
2.454e+2, 1.780e-6
2.455e+2, 1.780e-6
2.456e+2, 1.778e-6
2.457e+2, 1.776e-6
2.458e+2, 1.776e-6
2.459e+2, 1.779e-6
2.460e+2, 1.777e-6
2.461e+2, 1.777e-6
2.462e+2, 1.777e-6
2.463e+2, 1.776e-6
2.464e+2, 1.776e-6
2.465e+2, 1.779e-6
2.466e+2, 1.771e-6
2.467e+2, 1.766e-6
2.468e+2, 1.773e-6
2.469e+2, 1.775e-6
2.470e+2, 1.774e-6
2.471e+2, 1.779e-6
2.472e+2, 1.767e-6
2.473e+2, 1.771e-6
2.474e+2, 1.770e-6
2.475e+2, 1.771e-6
2.476e+2, 1.774e-6
2.477e+2, 1.774e-6
2.478e+2, 1.769e-6
2.479e+2, 1.770e-6
2.480e+2, 1.771e-6
2.481e+2, 1.764e-6
2.482e+2, 1.768e-6
2.483e+2, 1.772e-6
2.484e+2, 1.764e-6
2.485e+2, 1.764e-6
2.486e+2, 1.771e-6
2.487e+2, 1.765e-6
2.488e+2, 1.766e-6
2.489e+2, 1.768e-6
2.490e+2, 1.765e-6
2.491e+2, 1.769e-6
2.492e+2, 1.765e-6
2.493e+2, 1.767e-6
2.494e+2, 1.765e-6
2.495e+2, 1.766e-6
2.496e+2, 1.764e-6
2.497e+2, 1.766e-6
2.498e+2, 1.765e-6
2.499e+2, 1.762e-6
2.500e+2, 1.764e-6
2.501e+2, 1.761e-6
2.502e+2, 2.274e-5
2.503e+2, 2.272e-5
2.504e+2, 2.271e-5
2.505e+2, 2.270e-5
2.506e+2, 2.268e-5
2.507e+2, 2.266e-5
2.508e+2, 2.265e-5
2.509e+2, 2.264e-5
2.510e+2, 2.262e-5
2.511e+2, 2.260e-5
2.512e+2, 2.259e-5
2.513e+2, 2.257e-5
2.514e+2, 2.255e-5
2.515e+2, 2.254e-5
2.516e+2, 2.252e-5
2.517e+2, 2.250e-5
2.518e+2, 2.249e-5
2.519e+2, 2.248e-5
2.520e+2, 2.246e-5
2.521e+2, 2.245e-5
2.522e+2, 2.244e-5
2.523e+2, 2.242e-5
2.524e+2, 2.241e-5
2.525e+2, 2.239e-5
2.526e+2, 2.238e-5
2.527e+2, 2.236e-5
2.528e+2, 2.236e-5
2.529e+2, 2.234e-5
2.530e+2, 2.232e-5
2.531e+2, 2.231e-5
2.532e+2, 2.230e-5
2.533e+2, 2.228e-5
2.534e+2, 2.227e-5
2.535e+2, 2.226e-5
2.536e+2, 2.225e-5
2.537e+2, 2.223e-5
2.538e+2, 2.223e-5
2.539e+2, 2.222e-5
2.540e+2, 2.219e-5
2.541e+2, 2.219e-5
2.542e+2, 2.219e-5
2.543e+2, 2.217e-5
2.544e+2, 2.216e-5
2.545e+2, 2.214e-5
2.546e+2, 2.212e-5
2.547e+2, 2.212e-5
2.548e+2, 2.212e-5
2.549e+2, 2.210e-5
2.550e+2, 2.209e-5
2.551e+2, 2.208e-5
2.552e+2, 2.207e-5
2.553e+2, 2.206e-5
2.554e+2, 2.205e-5
2.555e+2, 2.204e-5
2.556e+2, 2.203e-5
2.557e+2, 2.202e-5
2.558e+2, 2.200e-5
2.559e+2, 2.200e-5
2.560e+2, 2.198e-5
2.561e+2, 2.198e-5
2.562e+2, 2.196e-5
2.563e+2, 2.196e-5
2.564e+2, 2.195e-5
2.565e+2, 2.194e-5
2.566e+2, 2.193e-5
2.567e+2, 2.191e-5
2.568e+2, 2.191e-5
2.569e+2, 2.190e-5
2.570e+2, 2.189e-5
2.571e+2, 2.188e-5
2.572e+2, 2.187e-5
2.573e+2, 2.186e-5
2.574e+2, 2.185e-5
2.575e+2, 2.185e-5
2.576e+2, 2.183e-5
2.577e+2, 2.183e-5
2.578e+2, 2.182e-5
2.579e+2, 2.181e-5
2.580e+2, 2.180e-5
2.581e+2, 2.180e-5
2.582e+2, 2.179e-5
2.583e+2, 2.179e-5
2.584e+2, 2.177e-5
2.585e+2, 2.176e-5
2.586e+2, 2.175e-5
2.587e+2, 2.175e-5
2.588e+2, 2.173e-5
2.589e+2, 2.173e-5
2.590e+2, 2.172e-5
2.591e+2, 2.172e-5
2.592e+2, 2.170e-5
2.593e+2, 2.170e-5
2.594e+2, 2.169e-5
2.595e+2, 2.168e-5
2.596e+2, 2.168e-5
2.597e+2, 2.166e-5
2.598e+2, 2.166e-5
2.599e+2, 2.165e-5
2.600e+2, 2.165e-5
2.601e+2, 2.164e-5
2.602e+2, 2.163e-5
2.603e+2, 2.162e-5
2.604e+2, 2.162e-5
2.605e+2, 2.161e-5
2.606e+2, 2.160e-5
2.607e+2, 2.160e-5
2.608e+2, 2.159e-5
2.609e+2, 2.158e-5
2.610e+2, 2.157e-5
2.611e+2, 2.157e-5
2.612e+2, 2.156e-5
2.613e+2, 2.156e-5
2.614e+2, 2.155e-5
2.615e+2, 2.154e-5
2.616e+2, 2.154e-5
2.617e+2, 2.153e-5
2.618e+2, 2.152e-5
2.619e+2, 2.152e-5
2.620e+2, 2.151e-5
2.621e+2, 2.150e-5
2.622e+2, 2.150e-5
2.623e+2, 2.149e-5
2.624e+2, 2.148e-5
2.625e+2, 2.148e-5
2.626e+2, 2.147e-5
2.627e+2, 2.147e-5
2.628e+2, 2.146e-5
2.629e+2, 2.146e-5
2.630e+2, 2.145e-5
2.631e+2, 2.144e-5
2.632e+2, 2.143e-5
2.633e+2, 2.143e-5
2.634e+2, 2.142e-5
2.635e+2, 2.140e-5
2.636e+2, 2.141e-5
2.637e+2, 2.140e-5
2.638e+2, 2.140e-5
2.639e+2, 2.139e-5
2.640e+2, 2.138e-5
2.641e+2, 2.138e-5
2.642e+2, 2.138e-5
2.643e+2, 2.136e-5
2.644e+2, 2.137e-5
2.645e+2, 2.136e-5
2.646e+2, 2.135e-5
2.647e+2, 2.134e-5
2.648e+2, 2.134e-5
2.649e+2, 2.133e-5
2.650e+2, 2.133e-5
2.651e+2, 2.132e-5
2.652e+2, 2.132e-5
2.653e+2, 2.132e-5
2.654e+2, 2.130e-5
2.655e+2, 2.130e-5
2.656e+2, 2.129e-5
2.657e+2, 2.129e-5
2.658e+2, 2.129e-5
2.659e+2, 2.128e-5
2.660e+2, 2.127e-5
2.661e+2, 2.127e-5
2.662e+2, 2.127e-5
2.663e+2, 2.125e-5
2.664e+2, 2.125e-5
2.665e+2, 2.125e-5
2.666e+2, 2.125e-5
2.667e+2, 2.124e-5
2.668e+2, 2.123e-5
2.669e+2, 2.123e-5
2.670e+2, 2.123e-5
2.671e+2, 2.122e-5
2.672e+2, 2.121e-5
2.673e+2, 2.121e-5
2.674e+2, 2.120e-5
2.675e+2, 2.121e-5
2.676e+2, 2.119e-5
2.677e+2, 2.118e-5
2.678e+2, 2.118e-5
2.679e+2, 2.118e-5
2.680e+2, 2.117e-5
2.681e+2, 2.116e-5
2.682e+2, 2.116e-5
2.683e+2, 2.116e-5
2.684e+2, 2.116e-5
2.685e+2, 2.115e-5
2.686e+2, 2.114e-5
2.687e+2, 2.114e-5
2.688e+2, 2.113e-5
2.689e+2, 2.113e-5
2.690e+2, 2.112e-5
2.691e+2, 2.112e-5
2.692e+2, 2.112e-5
2.693e+2, 2.111e-5
2.694e+2, 2.110e-5
2.695e+2, 2.110e-5
