Dec. 2, 2021   20:40:44
Amperometric i-t Curve
File: d:\Data Source:  Experiment
Instrument Model:  CHI660E
Header: 
Note: 

Init E (V) = 0.45
Sample Interval (s) = 0.1
Run Time (sec) = 3e+3
Quiet Time (sec) = 0
Sensitivity (A/V) = 1e-4

tp = 169.20s
ip = 9.721e-9A
Ap = 6.985e-8C

tp = 191.40s
ip = 1.208e-8A
Ap = 5.135e-8C

Time/sec, Current/A
8.600e+1, 2.438e-6
8.610e+1, 2.438e-6
8.620e+1, 2.439e-6
8.630e+1, 2.436e-6
8.640e+1, 2.432e-6
8.650e+1, 2.434e-6
8.660e+1, 2.434e-6
8.670e+1, 2.438e-6
8.680e+1, 2.433e-6
8.690e+1, 2.435e-6
8.700e+1, 2.438e-6
8.710e+1, 2.427e-6
8.720e+1, 2.421e-6
8.730e+1, 2.435e-6
8.740e+1, 2.431e-6
8.750e+1, 2.429e-6
8.760e+1, 2.428e-6
8.770e+1, 2.428e-6
8.780e+1, 2.431e-6
8.790e+1, 2.429e-6
8.800e+1, 2.430e-6
8.810e+1, 2.433e-6
8.820e+1, 2.432e-6
8.830e+1, 2.428e-6
8.840e+1, 2.430e-6
8.850e+1, 2.424e-6
8.860e+1, 2.429e-6
8.870e+1, 2.430e-6
8.880e+1, 2.424e-6
8.890e+1, 2.419e-6
8.900e+1, 2.422e-6
8.910e+1, 2.424e-6
8.920e+1, 2.427e-6
8.930e+1, 2.423e-6
8.940e+1, 2.423e-6
8.950e+1, 2.421e-6
8.960e+1, 2.418e-6
8.970e+1, 2.425e-6
8.980e+1, 2.421e-6
8.990e+1, 2.420e-6
9.000e+1, 2.423e-6
9.010e+1, 2.419e-6
9.020e+1, 2.427e-6
9.030e+1, 2.422e-6
9.040e+1, 2.419e-6
9.050e+1, 2.419e-6
9.060e+1, 2.413e-6
9.070e+1, 2.416e-6
9.080e+1, 2.417e-6
9.090e+1, 2.420e-6
9.100e+1, 2.416e-6
9.110e+1, 2.419e-6
9.120e+1, 2.417e-6
9.130e+1, 2.409e-6
9.140e+1, 2.418e-6
9.150e+1, 2.418e-6
9.160e+1, 2.413e-6
9.170e+1, 2.412e-6
9.180e+1, 2.420e-6
9.190e+1, 2.408e-6
9.200e+1, 2.410e-6
9.210e+1, 2.409e-6
9.220e+1, 2.407e-6
9.230e+1, 2.409e-6
9.240e+1, 2.412e-6
9.250e+1, 2.413e-6
9.260e+1, 2.414e-6
9.270e+1, 2.410e-6
9.280e+1, 2.410e-6
9.290e+1, 2.409e-6
9.300e+1, 2.409e-6
9.310e+1, 2.405e-6
9.320e+1, 2.407e-6
9.330e+1, 2.408e-6
9.340e+1, 2.406e-6
9.350e+1, 2.406e-6
9.360e+1, 2.406e-6
9.370e+1, 2.408e-6
9.380e+1, 2.408e-6
9.390e+1, 2.403e-6
9.400e+1, 2.399e-6
9.410e+1, 2.404e-6
9.420e+1, 2.408e-6
9.430e+1, 2.409e-6
9.440e+1, 2.405e-6
9.450e+1, 2.406e-6
9.460e+1, 2.401e-6
9.470e+1, 2.401e-6
9.480e+1, 2.399e-6
9.490e+1, 2.399e-6
9.500e+1, 2.395e-6
9.510e+1, 2.399e-6
9.520e+1, 2.397e-6
9.530e+1, 2.395e-6
9.540e+1, 2.402e-6
9.550e+1, 2.399e-6
9.560e+1, 2.403e-6
9.570e+1, 2.393e-6
9.580e+1, 2.398e-6
9.590e+1, 2.403e-6
9.600e+1, 2.394e-6
9.610e+1, 2.399e-6
9.620e+1, 2.396e-6
9.630e+1, 2.402e-6
9.640e+1, 2.396e-6
9.650e+1, 2.391e-6
9.660e+1, 2.396e-6
9.670e+1, 2.400e-6
9.680e+1, 2.395e-6
9.690e+1, 2.397e-6
9.700e+1, 2.389e-6
9.710e+1, 2.387e-6
9.720e+1, 2.390e-6
9.730e+1, 2.390e-6
9.740e+1, 2.388e-6
9.750e+1, 2.394e-6
9.760e+1, 2.388e-6
9.770e+1, 2.392e-6
9.780e+1, 2.388e-6
9.790e+1, 2.380e-6
9.800e+1, 2.387e-6
9.810e+1, 2.383e-6
9.820e+1, 2.386e-6
9.830e+1, 2.390e-6
9.840e+1, 2.390e-6
9.850e+1, 2.388e-6
9.860e+1, 2.392e-6
9.870e+1, 2.388e-6
9.880e+1, 2.384e-6
9.890e+1, 2.390e-6
9.900e+1, 2.384e-6
9.910e+1, 2.384e-6
9.920e+1, 2.384e-6
9.930e+1, 2.380e-6
9.940e+1, 2.379e-6
9.950e+1, 2.380e-6
9.960e+1, 2.380e-6
9.970e+1, 2.387e-6
9.980e+1, 2.378e-6
9.990e+1, 2.378e-6
1.000e+2, 2.380e-6
1.001e+2, 2.385e-6
1.002e+2, 2.382e-6
1.003e+2, 2.378e-6
1.004e+2, 2.384e-6
1.005e+2, 2.375e-6
1.006e+2, 2.379e-6
1.007e+2, 2.377e-6
1.008e+2, 2.376e-6
1.009e+2, 2.370e-6
1.010e+2, 2.374e-6
1.011e+2, 2.373e-6
1.012e+2, 2.372e-6
1.013e+2, 2.369e-6
1.014e+2, 2.378e-6
1.015e+2, 2.367e-6
1.016e+2, 2.374e-6
1.017e+2, 2.377e-6
1.018e+2, 2.374e-6
1.019e+2, 2.373e-6
1.020e+2, 2.378e-6
1.021e+2, 2.374e-6
1.022e+2, 2.368e-6
1.023e+2, 2.364e-6
1.024e+2, 2.370e-6
1.025e+2, 2.380e-6
1.026e+2, 2.372e-6
1.027e+2, 2.369e-6
1.028e+2, 2.367e-6
1.029e+2, 2.373e-6
1.030e+2, 2.371e-6
1.031e+2, 2.365e-6
1.032e+2, 2.366e-6
1.033e+2, 2.372e-6
1.034e+2, 2.368e-6
1.035e+2, 2.368e-6
1.036e+2, 2.368e-6
1.037e+2, 2.375e-6
1.038e+2, 2.371e-6
1.039e+2, 2.374e-6
1.040e+2, 2.372e-6
1.041e+2, 2.368e-6
1.042e+2, 2.366e-6
1.043e+2, 2.375e-6
1.044e+2, 2.371e-6
1.045e+2, 2.374e-6
1.046e+2, 2.370e-6
1.047e+2, 2.366e-6
1.048e+2, 2.366e-6
1.049e+2, 2.375e-6
1.050e+2, 2.373e-6
1.051e+2, 2.369e-6
1.052e+2, 2.376e-6
1.053e+2, 2.373e-6
1.054e+2, 2.366e-6
1.055e+2, 2.377e-6
1.056e+2, 2.370e-6
1.057e+2, 2.371e-6
1.058e+2, 2.377e-6
1.059e+2, 2.378e-6
1.060e+2, 2.372e-6
1.061e+2, 2.376e-6
1.062e+2, 2.375e-6
1.063e+2, 2.374e-6
1.064e+2, 2.369e-6
1.065e+2, 2.378e-6
1.066e+2, 2.379e-6
1.067e+2, 2.372e-6
1.068e+2, 2.375e-6
1.069e+2, 2.375e-6
1.070e+2, 2.372e-6
1.071e+2, 2.373e-6
1.072e+2, 2.377e-6
1.073e+2, 2.374e-6
1.074e+2, 2.379e-6
1.075e+2, 2.378e-6
1.076e+2, 2.373e-6
1.077e+2, 2.367e-6
1.078e+2, 2.371e-6
1.079e+2, 2.377e-6
1.080e+2, 2.373e-6
1.081e+2, 2.376e-6
1.082e+2, 2.376e-6
1.083e+2, 2.380e-6
1.084e+2, 2.376e-6
1.085e+2, 2.377e-6
1.086e+2, 2.373e-6
1.087e+2, 2.376e-6
1.088e+2, 2.372e-6
1.089e+2, 2.373e-6
1.090e+2, 2.371e-6
1.091e+2, 2.374e-6
1.092e+2, 2.372e-6
1.093e+2, 2.377e-6
1.094e+2, 2.377e-6
1.095e+2, 2.373e-6
1.096e+2, 2.375e-6
1.097e+2, 2.376e-6
1.098e+2, 2.371e-6
1.099e+2, 2.369e-6
1.100e+2, 2.373e-6
1.101e+2, 2.376e-6
1.102e+2, 2.372e-6
1.103e+2, 2.367e-6
1.104e+2, 2.368e-6
1.105e+2, 2.373e-6
1.106e+2, 2.368e-6
1.107e+2, 2.372e-6
1.108e+2, 2.372e-6
1.109e+2, 2.375e-6
1.110e+2, 2.373e-6
1.111e+2, 2.374e-6
1.112e+2, 2.372e-6
1.113e+2, 2.372e-6
1.114e+2, 2.375e-6
1.115e+2, 2.369e-6
1.116e+2, 2.369e-6
1.117e+2, 2.385e-6
1.118e+2, 2.374e-6
1.119e+2, 2.374e-6
1.120e+2, 2.377e-6
1.121e+2, 2.377e-6
1.122e+2, 2.370e-6
1.123e+2, 2.367e-6
1.124e+2, 2.372e-6
1.125e+2, 2.367e-6
1.126e+2, 2.371e-6
1.127e+2, 2.371e-6
1.128e+2, 2.373e-6
1.129e+2, 2.374e-6
1.130e+2, 2.370e-6
1.131e+2, 2.374e-6
1.132e+2, 2.372e-6
1.133e+2, 2.378e-6
1.134e+2, 2.374e-6
1.135e+2, 2.373e-6
1.136e+2, 2.368e-6
1.137e+2, 2.372e-6
1.138e+2, 2.375e-6
1.139e+2, 2.374e-6
1.140e+2, 2.371e-6
1.141e+2, 2.370e-6
1.142e+2, 2.362e-6
1.143e+2, 2.380e-6
1.144e+2, 2.369e-6
1.145e+2, 2.371e-6
1.146e+2, 2.369e-6
1.147e+2, 2.371e-6
1.148e+2, 2.366e-6
1.149e+2, 2.370e-6
1.150e+2, 2.370e-6
1.151e+2, 2.371e-6
1.152e+2, 2.369e-6
1.153e+2, 2.366e-6
1.154e+2, 2.371e-6
1.155e+2, 2.370e-6
1.156e+2, 2.371e-6
1.157e+2, 2.369e-6
1.158e+2, 2.376e-6
1.159e+2, 2.377e-6
1.160e+2, 2.374e-6
1.161e+2, 2.373e-6
1.162e+2, 2.371e-6
1.163e+2, 2.368e-6
1.164e+2, 2.373e-6
1.165e+2, 2.369e-6
1.166e+2, 2.380e-6
1.167e+2, 2.380e-6
1.168e+2, 2.371e-6
1.169e+2, 2.372e-6
1.170e+2, 2.377e-6
1.171e+2, 2.375e-6
1.172e+2, 2.373e-6
1.173e+2, 2.372e-6
1.174e+2, 2.375e-6
1.175e+2, 2.372e-6
1.176e+2, 2.377e-6
1.177e+2, 2.375e-6
1.178e+2, 2.367e-6
1.179e+2, 2.380e-6
1.180e+2, 2.375e-6
1.181e+2, 2.373e-6
1.182e+2, 2.374e-6
1.183e+2, 2.371e-6
1.184e+2, 2.369e-6
1.185e+2, 2.363e-6
1.186e+2, 2.383e-6
1.187e+2, 2.370e-6
1.188e+2, 2.375e-6
1.189e+2, 2.369e-6
1.190e+2, 2.363e-6
1.191e+2, 2.373e-6
1.192e+2, 2.368e-6
1.193e+2, 2.372e-6
1.194e+2, 2.371e-6
1.195e+2, 2.370e-6
1.196e+2, 2.368e-6
1.197e+2, 2.361e-6
1.198e+2, 2.367e-6
1.199e+2, 2.366e-6
1.200e+2, 2.373e-6
1.201e+2, 2.370e-6
1.202e+2, 2.369e-6
1.203e+2, 2.364e-6
1.204e+2, 2.369e-6
1.205e+2, 2.368e-6
1.206e+2, 2.368e-6
1.207e+2, 2.364e-6
1.208e+2, 2.368e-6
1.209e+2, 2.363e-6
1.210e+2, 2.364e-6
1.211e+2, 2.366e-6
1.212e+2, 2.366e-6
1.213e+2, 2.363e-6
1.214e+2, 2.368e-6
1.215e+2, 2.361e-6
1.216e+2, 2.370e-6
1.217e+2, 2.366e-6
1.218e+2, 2.362e-6
1.219e+2, 2.362e-6
1.220e+2, 2.363e-6
1.221e+2, 2.359e-6
1.222e+2, 2.360e-6
1.223e+2, 2.362e-6
1.224e+2, 2.365e-6
1.225e+2, 2.361e-6
1.226e+2, 2.359e-6
1.227e+2, 2.365e-6
1.228e+2, 2.360e-6
1.229e+2, 2.353e-6
1.230e+2, 2.358e-6
1.231e+2, 2.364e-6
1.232e+2, 2.364e-6
1.233e+2, 2.362e-6
1.234e+2, 2.362e-6
1.235e+2, 2.366e-6
1.236e+2, 2.358e-6
1.237e+2, 2.360e-6
1.238e+2, 2.358e-6
1.239e+2, 2.365e-6
1.240e+2, 2.360e-6
1.241e+2, 2.361e-6
1.242e+2, 2.356e-6
1.243e+2, 2.359e-6
1.244e+2, 2.367e-6
1.245e+2, 2.360e-6
1.246e+2, 2.365e-6
1.247e+2, 2.359e-6
1.248e+2, 2.362e-6
1.249e+2, 2.362e-6
1.250e+2, 2.367e-6
1.251e+2, 2.360e-6
1.252e+2, 2.361e-6
1.253e+2, 2.371e-6
1.254e+2, 2.361e-6
1.255e+2, 2.359e-6
1.256e+2, 2.357e-6
1.257e+2, 2.357e-6
1.258e+2, 2.361e-6
1.259e+2, 2.363e-6
1.260e+2, 2.363e-6
1.261e+2, 2.360e-6
1.262e+2, 2.359e-6
1.263e+2, 2.361e-6
1.264e+2, 2.362e-6
1.265e+2, 2.363e-6
1.266e+2, 2.361e-6
1.267e+2, 2.357e-6
1.268e+2, 2.357e-6
1.269e+2, 2.351e-6
1.270e+2, 2.354e-6
1.271e+2, 2.356e-6
1.272e+2, 2.351e-6
1.273e+2, 2.356e-6
1.274e+2, 2.360e-6
1.275e+2, 2.357e-6
1.276e+2, 2.356e-6
1.277e+2, 2.354e-6
1.278e+2, 2.358e-6
1.279e+2, 2.359e-6
1.280e+2, 2.356e-6
1.281e+2, 2.355e-6
1.282e+2, 2.355e-6
1.283e+2, 2.357e-6
1.284e+2, 2.361e-6
1.285e+2, 2.354e-6
1.286e+2, 2.354e-6
1.287e+2, 2.363e-6
1.288e+2, 2.357e-6
1.289e+2, 2.356e-6
1.290e+2, 2.352e-6
1.291e+2, 2.351e-6
1.292e+2, 2.357e-6
1.293e+2, 2.358e-6
1.294e+2, 2.358e-6
1.295e+2, 2.359e-6
1.296e+2, 2.352e-6
1.297e+2, 2.360e-6
1.298e+2, 2.354e-6
1.299e+2, 2.354e-6
1.300e+2, 2.352e-6
1.301e+2, 2.356e-6
1.302e+2, 2.356e-6
1.303e+2, 2.347e-6
1.304e+2, 2.355e-6
1.305e+2, 2.353e-6
1.306e+2, 2.360e-6
1.307e+2, 2.353e-6
1.308e+2, 2.345e-6
1.309e+2, 2.354e-6
1.310e+2, 2.351e-6
1.311e+2, 2.350e-6
1.312e+2, 2.350e-6
1.313e+2, 2.350e-6
1.314e+2, 2.352e-6
1.315e+2, 2.346e-6
1.316e+2, 2.355e-6
1.317e+2, 2.350e-6
1.318e+2, 2.346e-6
1.319e+2, 2.349e-6
1.320e+2, 2.349e-6
1.321e+2, 2.344e-6
1.322e+2, 2.345e-6
1.323e+2, 2.348e-6
1.324e+2, 2.342e-6
1.325e+2, 2.350e-6
1.326e+2, 2.338e-6
1.327e+2, 2.340e-6
1.328e+2, 2.337e-6
1.329e+2, 2.338e-6
1.330e+2, 2.339e-6
1.331e+2, 2.336e-6
1.332e+2, 2.339e-6
1.333e+2, 2.341e-6
1.334e+2, 2.334e-6
1.335e+2, 2.338e-6
1.336e+2, 2.336e-6
1.337e+2, 2.332e-6
1.338e+2, 2.338e-6
1.339e+2, 2.335e-6
1.340e+2, 2.329e-6
1.341e+2, 2.333e-6
1.342e+2, 2.332e-6
1.343e+2, 2.334e-6
1.344e+2, 2.335e-6
1.345e+2, 2.326e-6
1.346e+2, 2.335e-6
1.347e+2, 2.330e-6
1.348e+2, 2.331e-6
1.349e+2, 2.326e-6
1.350e+2, 2.330e-6
1.351e+2, 2.334e-6
1.352e+2, 2.324e-6
1.353e+2, 2.330e-6
1.354e+2, 2.325e-6
1.355e+2, 2.323e-6
1.356e+2, 2.326e-6
1.357e+2, 2.316e-6
1.358e+2, 2.327e-6
1.359e+2, 2.318e-6
1.360e+2, 2.323e-6
1.361e+2, 2.327e-6
1.362e+2, 2.320e-6
1.363e+2, 2.322e-6
1.364e+2, 2.324e-6
1.365e+2, 2.319e-6
1.366e+2, 2.324e-6
1.367e+2, 2.326e-6
1.368e+2, 2.318e-6
1.369e+2, 2.317e-6
1.370e+2, 2.319e-6
1.371e+2, 2.324e-6
1.372e+2, 2.326e-6
1.373e+2, 2.320e-6
1.374e+2, 2.321e-6
1.375e+2, 2.316e-6
1.376e+2, 2.319e-6
1.377e+2, 2.315e-6
1.378e+2, 2.314e-6
1.379e+2, 2.312e-6
1.380e+2, 2.320e-6
1.381e+2, 2.311e-6
1.382e+2, 2.305e-6
1.383e+2, 2.309e-6
1.384e+2, 2.320e-6
1.385e+2, 2.311e-6
1.386e+2, 2.311e-6
1.387e+2, 2.310e-6
1.388e+2, 2.309e-6
1.389e+2, 2.314e-6
1.390e+2, 2.309e-6
1.391e+2, 2.309e-6
1.392e+2, 2.307e-6
1.393e+2, 2.300e-6
1.394e+2, 2.296e-6
1.395e+2, 2.306e-6
1.396e+2, 2.300e-6
1.397e+2, 2.302e-6
1.398e+2, 2.299e-6
1.399e+2, 2.302e-6
1.400e+2, 2.300e-6
1.401e+2, 2.305e-6
1.402e+2, 2.303e-6
1.403e+2, 2.297e-6
1.404e+2, 2.310e-6
1.405e+2, 2.307e-6
1.406e+2, 2.301e-6
1.407e+2, 2.301e-6
1.408e+2, 2.303e-6
1.409e+2, 2.310e-6
1.410e+2, 2.305e-6
1.411e+2, 2.302e-6
1.412e+2, 2.300e-6
1.413e+2, 2.308e-6
1.414e+2, 2.304e-6
1.415e+2, 2.305e-6
1.416e+2, 2.304e-6
1.417e+2, 2.305e-6
1.418e+2, 2.300e-6
1.419e+2, 2.299e-6
1.420e+2, 2.301e-6
1.421e+2, 2.295e-6
1.422e+2, 2.299e-6
1.423e+2, 2.295e-6
1.424e+2, 2.292e-6
1.425e+2, 2.301e-6
1.426e+2, 2.297e-6
1.427e+2, 2.292e-6
1.428e+2, 2.304e-6
1.429e+2, 2.292e-6
1.430e+2, 2.295e-6
1.431e+2, 2.290e-6
1.432e+2, 2.284e-6
1.433e+2, 2.296e-6
1.434e+2, 2.292e-6
1.435e+2, 2.290e-6
1.436e+2, 2.292e-6
1.437e+2, 2.285e-6
1.438e+2, 2.288e-6
1.439e+2, 2.286e-6
1.440e+2, 2.291e-6
1.441e+2, 2.293e-6
1.442e+2, 2.291e-6
1.443e+2, 2.287e-6
1.444e+2, 2.290e-6
1.445e+2, 2.291e-6
1.446e+2, 2.291e-6
1.447e+2, 2.292e-6
1.448e+2, 2.287e-6
1.449e+2, 2.290e-6
1.450e+2, 2.285e-6
1.451e+2, 2.290e-6
1.452e+2, 2.287e-6
1.453e+2, 2.288e-6
1.454e+2, 2.280e-6
1.455e+2, 2.287e-6
1.456e+2, 2.286e-6
1.457e+2, 2.285e-6
1.458e+2, 2.277e-6
1.459e+2, 2.278e-6
1.460e+2, 2.285e-6
1.461e+2, 2.277e-6
1.462e+2, 2.278e-6
1.463e+2, 2.275e-6
1.464e+2, 2.281e-6
1.465e+2, 2.276e-6
1.466e+2, 2.281e-6
1.467e+2, 2.272e-6
1.468e+2, 2.272e-6
1.469e+2, 2.275e-6
1.470e+2, 2.274e-6
1.471e+2, 2.281e-6
1.472e+2, 2.272e-6
1.473e+2, 2.274e-6
1.474e+2, 2.279e-6
1.475e+2, 2.273e-6
1.476e+2, 2.269e-6
1.477e+2, 2.275e-6
1.478e+2, 2.277e-6
1.479e+2, 2.271e-6
1.480e+2, 2.270e-6
1.481e+2, 2.267e-6
1.482e+2, 2.266e-6
1.483e+2, 2.273e-6
1.484e+2, 2.273e-6
1.485e+2, 2.273e-6
1.486e+2, 2.266e-6
1.487e+2, 2.269e-6
1.488e+2, 2.266e-6
1.489e+2, 2.266e-6
1.490e+2, 2.278e-6
1.491e+2, 2.265e-6
1.492e+2, 2.263e-6
1.493e+2, 2.263e-6
1.494e+2, 2.266e-6
1.495e+2, 2.263e-6
1.496e+2, 2.256e-6
1.497e+2, 2.258e-6
1.498e+2, 2.265e-6
1.499e+2, 2.256e-6
1.500e+2, 2.258e-6
1.501e+2, 2.260e-6
1.502e+2, 2.258e-6
1.503e+2, 2.256e-6
1.504e+2, 2.257e-6
1.505e+2, 2.257e-6
1.506e+2, 2.254e-6
1.507e+2, 2.265e-6
1.508e+2, 2.264e-6
1.509e+2, 2.256e-6
1.510e+2, 2.254e-6
1.511e+2, 2.263e-6
1.512e+2, 2.261e-6
1.513e+2, 2.254e-6
1.514e+2, 2.257e-6
1.515e+2, 2.249e-6
1.516e+2, 2.255e-6
1.517e+2, 2.252e-6
1.518e+2, 2.254e-6
1.519e+2, 2.254e-6
1.520e+2, 2.250e-6
1.521e+2, 2.252e-6
1.522e+2, 2.247e-6
1.523e+2, 2.248e-6
1.524e+2, 2.249e-6
1.525e+2, 2.243e-6
1.526e+2, 2.253e-6
1.527e+2, 2.245e-6
1.528e+2, 2.245e-6
1.529e+2, 2.247e-6
1.530e+2, 2.249e-6
1.531e+2, 2.244e-6
1.532e+2, 2.243e-6
1.533e+2, 2.248e-6
1.534e+2, 2.241e-6
1.535e+2, 2.241e-6
1.536e+2, 2.247e-6
1.537e+2, 2.246e-6
1.538e+2, 2.246e-6
1.539e+2, 2.239e-6
1.540e+2, 2.235e-6
1.541e+2, 2.236e-6
1.542e+2, 2.237e-6
1.543e+2, 2.240e-6
1.544e+2, 2.237e-6
1.545e+2, 2.230e-6
1.546e+2, 2.236e-6
1.547e+2, 2.240e-6
1.548e+2, 2.240e-6
1.549e+2, 2.229e-6
1.550e+2, 2.236e-6
1.551e+2, 2.235e-6
1.552e+2, 2.230e-6
1.553e+2, 2.226e-6
1.554e+2, 2.229e-6
1.555e+2, 2.231e-6
1.556e+2, 2.233e-6
1.557e+2, 2.227e-6
1.558e+2, 2.229e-6
1.559e+2, 2.227e-6
1.560e+2, 2.232e-6
1.561e+2, 2.227e-6
1.562e+2, 2.226e-6
1.563e+2, 2.227e-6
1.564e+2, 2.230e-6
1.565e+2, 2.220e-6
1.566e+2, 2.230e-6
1.567e+2, 2.229e-6
1.568e+2, 2.222e-6
1.569e+2, 2.221e-6
1.570e+2, 2.227e-6
1.571e+2, 2.227e-6
1.572e+2, 2.227e-6
1.573e+2, 2.226e-6
1.574e+2, 2.225e-6
1.575e+2, 2.226e-6
1.576e+2, 2.223e-6
1.577e+2, 2.222e-6
1.578e+2, 2.227e-6
1.579e+2, 2.228e-6
1.580e+2, 2.219e-6
1.581e+2, 2.221e-6
1.582e+2, 2.218e-6
1.583e+2, 2.218e-6
1.584e+2, 2.217e-6
1.585e+2, 2.220e-6
1.586e+2, 2.213e-6
1.587e+2, 2.216e-6
1.588e+2, 2.221e-6
1.589e+2, 2.222e-6
1.590e+2, 2.217e-6
1.591e+2, 2.220e-6
1.592e+2, 2.215e-6
1.593e+2, 2.217e-6
1.594e+2, 2.206e-6
1.595e+2, 2.212e-6
1.596e+2, 2.211e-6
1.597e+2, 2.211e-6
1.598e+2, 2.213e-6
1.599e+2, 2.208e-6
1.600e+2, 2.212e-6
1.601e+2, 2.209e-6
1.602e+2, 2.213e-6
1.603e+2, 2.214e-6
1.604e+2, 2.209e-6
1.605e+2, 2.210e-6
1.606e+2, 2.213e-6
1.607e+2, 2.211e-6
1.608e+2, 2.213e-6
1.609e+2, 2.208e-6
1.610e+2, 2.209e-6
1.611e+2, 2.209e-6
1.612e+2, 2.211e-6
1.613e+2, 2.207e-6
1.614e+2, 2.206e-6
1.615e+2, 2.206e-6
1.616e+2, 2.208e-6
1.617e+2, 2.211e-6
1.618e+2, 2.206e-6
1.619e+2, 2.209e-6
1.620e+2, 2.205e-6
1.621e+2, 2.203e-6
1.622e+2, 2.198e-6
1.623e+2, 2.209e-6
1.624e+2, 2.206e-6
1.625e+2, 2.200e-6
1.626e+2, 2.207e-6
1.627e+2, 2.200e-6
1.628e+2, 2.196e-6
1.629e+2, 2.200e-6
1.630e+2, 2.205e-6
1.631e+2, 2.201e-6
1.632e+2, 2.198e-6
1.633e+2, 2.202e-6
1.634e+2, 2.197e-6
1.635e+2, 2.203e-6
1.636e+2, 2.201e-6
1.637e+2, 2.195e-6
1.638e+2, 2.198e-6
1.639e+2, 2.199e-6
1.640e+2, 2.198e-6
1.641e+2, 2.196e-6
1.642e+2, 2.200e-6
1.643e+2, 2.201e-6
1.644e+2, 2.197e-6
1.645e+2, 2.193e-6
1.646e+2, 2.192e-6
1.647e+2, 2.189e-6
1.648e+2, 2.194e-6
1.649e+2, 2.194e-6
1.650e+2, 2.189e-6
1.651e+2, 2.194e-6
1.652e+2, 2.192e-6
1.653e+2, 2.195e-6
1.654e+2, 2.194e-6
1.655e+2, 2.191e-6
1.656e+2, 2.191e-6
1.657e+2, 2.188e-6
1.658e+2, 2.187e-6
1.659e+2, 2.187e-6
1.660e+2, 2.190e-6
1.661e+2, 2.188e-6
1.662e+2, 2.187e-6
1.663e+2, 2.188e-6
1.664e+2, 2.192e-6
1.665e+2, 2.186e-6
1.666e+2, 2.183e-6
1.667e+2, 2.191e-6
1.668e+2, 2.189e-6
1.669e+2, 2.191e-6
1.670e+2, 2.190e-6
1.671e+2, 2.190e-6
1.672e+2, 2.191e-6
1.673e+2, 2.189e-6
1.674e+2, 2.188e-6
1.675e+2, 2.186e-6
1.676e+2, 2.187e-6
1.677e+2, 2.179e-6
1.678e+2, 2.195e-6
1.679e+2, 2.186e-6
1.680e+2, 2.182e-6
1.681e+2, 2.183e-6
1.682e+2, 2.186e-6
1.683e+2, 2.179e-6
1.684e+2, 2.181e-6
1.685e+2, 2.185e-6
1.686e+2, 2.179e-6
1.687e+2, 2.183e-6
1.688e+2, 2.183e-6
1.689e+2, 2.182e-6
1.690e+2, 2.182e-6
1.691e+2, 2.186e-6
1.692e+2, 2.189e-6
1.693e+2, 2.186e-6
1.694e+2, 2.180e-6
1.695e+2, 2.186e-6
1.696e+2, 2.186e-6
1.697e+2, 2.184e-6
1.698e+2, 2.187e-6
1.699e+2, 2.181e-6
1.700e+2, 2.180e-6
1.701e+2, 2.179e-6
1.702e+2, 2.187e-6
1.703e+2, 2.179e-6
1.704e+2, 2.183e-6
1.705e+2, 2.181e-6
1.706e+2, 2.179e-6
1.707e+2, 2.185e-6
1.708e+2, 2.178e-6
1.709e+2, 2.178e-6
1.710e+2, 2.179e-6
1.711e+2, 2.176e-6
1.712e+2, 2.178e-6
1.713e+2, 2.179e-6
1.714e+2, 2.180e-6
1.715e+2, 2.182e-6
1.716e+2, 2.178e-6
1.717e+2, 2.180e-6
1.718e+2, 2.176e-6
1.719e+2, 2.172e-6
1.720e+2, 2.172e-6
1.721e+2, 2.175e-6
1.722e+2, 2.182e-6
1.723e+2, 2.176e-6
1.724e+2, 2.176e-6
1.725e+2, 2.176e-6
1.726e+2, 2.175e-6
1.727e+2, 2.180e-6
1.728e+2, 2.173e-6
1.729e+2, 2.180e-6
1.730e+2, 2.173e-6
1.731e+2, 2.172e-6
1.732e+2, 2.170e-6
1.733e+2, 2.171e-6
1.734e+2, 2.174e-6
1.735e+2, 2.170e-6
1.736e+2, 2.162e-6
1.737e+2, 2.172e-6
1.738e+2, 2.170e-6
1.739e+2, 2.171e-6
1.740e+2, 2.162e-6
1.741e+2, 2.170e-6
1.742e+2, 2.168e-6
1.743e+2, 2.172e-6
1.744e+2, 2.165e-6
1.745e+2, 2.174e-6
1.746e+2, 2.167e-6
1.747e+2, 2.167e-6
1.748e+2, 2.168e-6
1.749e+2, 2.167e-6
1.750e+2, 2.165e-6
1.751e+2, 2.164e-6
1.752e+2, 2.164e-6
1.753e+2, 2.160e-6
1.754e+2, 2.169e-6
1.755e+2, 2.168e-6
1.756e+2, 2.163e-6
1.757e+2, 2.167e-6
1.758e+2, 2.162e-6
1.759e+2, 2.163e-6
1.760e+2, 2.160e-6
1.761e+2, 2.163e-6
1.762e+2, 2.154e-6
1.763e+2, 2.168e-6
1.764e+2, 2.161e-6
1.765e+2, 2.159e-6
1.766e+2, 2.162e-6
1.767e+2, 2.160e-6
1.768e+2, 2.155e-6
1.769e+2, 2.158e-6
1.770e+2, 2.154e-6
1.771e+2, 2.160e-6
1.772e+2, 2.157e-6
1.773e+2, 2.148e-6
1.774e+2, 2.146e-6
1.775e+2, 2.152e-6
1.776e+2, 2.149e-6
1.777e+2, 2.143e-6
